Path;Class
?D:\Class_NN\Class_preprocessing_4400\1\44.jpgMultiply-1.2511.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\44.jpgMultiply-1.51.51.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\44.jpgOpening-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\44.jpgOpening-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\44.jpgRotation-0.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\44.jpgRotation-15.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\44.jpgRotation-180.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\44.jpgRotation-20.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\44.jpgRotation-25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\44.jpgRotation-45.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\44.jpgRotation-5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\44.jpgRotation-50.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\44.jpgRotation-90.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgAverageingBlur-4.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgClosing-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgCrop-40x40.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgDilation-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgErosion-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgGaussianBlur-0.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgGaussianBlur-0.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgMedianBlur-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgMultiply-1.251.251.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgMultiply-1.2511.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgMultiply-1.51.51.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgOpening-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgOpening-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgRotation-0.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgRotation-15.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgRotation-180.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgRotation-20.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgRotation-25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgRotation-45.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgRotation-5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgRotation-50.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\45.jpgRotation-90.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgAverageingBlur-4.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgClosing-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgCrop-40x40.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgDilation-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgErosion-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgGaussianBlur-0.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgGaussianBlur-0.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgMedianBlur-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgMultiply-1.251.251.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgMultiply-1.2511.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgMultiply-1.51.51.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgOpening-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgOpening-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgRotation-0.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgRotation-15.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgRotation-180.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgRotation-20.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgRotation-25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgRotation-45.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgRotation-5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgRotation-50.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\46.jpgRotation-90.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgAverageingBlur-4.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgClosing-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgCrop-40x40.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgDilation-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgErosion-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgGaussianBlur-0.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgGaussianBlur-0.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgMedianBlur-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgMultiply-1.251.251.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgMultiply-1.2511.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgMultiply-1.51.51.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgOpening-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgOpening-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgRotation-0.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgRotation-15.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgRotation-180.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgRotation-20.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgRotation-25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgRotation-45.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgRotation-5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgRotation-50.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\47.jpgRotation-90.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgAverageingBlur-4.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgClosing-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgCrop-40x40.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgDilation-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgErosion-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgGaussianBlur-0.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgGaussianBlur-0.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgMedianBlur-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgMultiply-1.251.251.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgMultiply-1.2511.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgMultiply-1.51.51.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgOpening-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgOpening-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgRotation-0.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgRotation-15.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgRotation-180.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgRotation-20.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgRotation-25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgRotation-45.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgRotation-5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgRotation-50.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\48.jpgRotation-90.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgAverageingBlur-4.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgClosing-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgCrop-40x40.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgDilation-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgErosion-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgGaussianBlur-0.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgGaussianBlur-0.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgMedianBlur-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgMultiply-1.251.251.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgMultiply-1.2511.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgMultiply-1.51.51.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgOpening-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgOpening-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgRotation-0.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgRotation-15.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgRotation-180.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgRotation-20.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgRotation-25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgRotation-45.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgRotation-5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgRotation-50.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\49.jpgRotation-90.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgAverageingBlur-4.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgClosing-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgCrop-40x40.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgDilation-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgErosion-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgGaussianBlur-0.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgGaussianBlur-0.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgMedianBlur-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgMultiply-1.251.251.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgMultiply-1.2511.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgMultiply-1.51.51.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgOpening-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgOpening-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgRotation-0.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgRotation-15.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgRotation-180.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgRotation-20.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgRotation-25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgRotation-45.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgRotation-5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgRotation-50.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\5.jpgRotation-90.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgAverageingBlur-4.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgClosing-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgCrop-40x40.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgDilation-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgErosion-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgGaussianBlur-0.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgGaussianBlur-0.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgMedianBlur-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgMultiply-1.251.251.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgMultiply-1.2511.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgMultiply-1.51.51.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgOpening-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgOpening-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgRotation-0.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgRotation-15.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgRotation-180.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgRotation-20.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgRotation-25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgRotation-45.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgRotation-5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgRotation-50.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\50.jpgRotation-90.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgAverageingBlur-4.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgClosing-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgCrop-40x40.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgDilation-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgErosion-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgGaussianBlur-0.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgGaussianBlur-0.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgMedianBlur-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgMultiply-1.251.251.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgMultiply-1.2511.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgMultiply-1.51.51.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgOpening-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgOpening-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgRotation-0.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgRotation-15.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgRotation-180.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgRotation-20.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgRotation-25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgRotation-45.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgRotation-5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgRotation-50.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\6.jpgRotation-90.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgAverageingBlur-4.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgClosing-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgCrop-40x40.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgDilation-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgErosion-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgGaussianBlur-0.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgGaussianBlur-0.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgMedianBlur-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgMultiply-1.251.251.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgMultiply-1.2511.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgMultiply-1.51.51.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgOpening-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgOpening-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgRotation-0.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgRotation-15.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgRotation-180.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgRotation-20.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgRotation-25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgRotation-45.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgRotation-5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgRotation-50.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\7.jpgRotation-90.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgAverageingBlur-4.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgClosing-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgCrop-40x40.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgDilation-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgErosion-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgGaussianBlur-0.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgGaussianBlur-0.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgMedianBlur-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgMultiply-1.251.251.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgMultiply-1.2511.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgMultiply-1.51.51.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgOpening-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgOpening-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgRotation-0.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgRotation-15.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgRotation-180.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgRotation-20.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgRotation-25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgRotation-45.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgRotation-5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgRotation-50.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\8.jpgRotation-90.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgAverageingBlur-4.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgClosing-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgCrop-40x40.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgDilation-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgErosion-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgGaussianBlur-0.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgGaussianBlur-0.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgMedianBlur-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgMultiply-1.251.251.25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgMultiply-1.2511.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgMultiply-1.51.51.5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgOpening-1.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgOpening-3.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgRotation-0.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgRotation-15.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgRotation-180.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgRotation-20.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgRotation-25.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgRotation-45.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgRotation-5.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgRotation-50.jpg;1
?D:\Class_NN\Class_preprocessing_4400\1\9.jpgRotation-90.jpg;1
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgAverageingBlur-4.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgClosing-1.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgCrop-40x40.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgDilation-1.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgErosion-1.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgGaussianBlur-0.25.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgGaussianBlur-0.5.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgMedianBlur-3.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgMultiply-1.251.251.25.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgMultiply-1.2511.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgMultiply-1.51.51.5.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgOpening-1.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgOpening-3.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgRotation-0.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgRotation-15.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgRotation-180.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgRotation-20.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgRotation-25.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgRotation-45.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgRotation-5.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgRotation-50.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\1.jpgRotation-90.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgAverageingBlur-4.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgClosing-1.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgCrop-40x40.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgDilation-1.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgErosion-1.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgGaussianBlur-0.25.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgGaussianBlur-0.5.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgMedianBlur-3.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgMultiply-1.251.251.25.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgMultiply-1.2511.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgMultiply-1.51.51.5.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgOpening-1.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgOpening-3.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgRotation-0.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgRotation-15.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgRotation-180.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgRotation-20.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgRotation-25.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgRotation-45.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgRotation-5.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgRotation-50.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\10.jpgRotation-90.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgAverageingBlur-4.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgClosing-1.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgCrop-40x40.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgDilation-1.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgErosion-1.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgGaussianBlur-0.25.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgGaussianBlur-0.5.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgMedianBlur-3.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgMultiply-1.251.251.25.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgMultiply-1.2511.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgMultiply-1.51.51.5.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgOpening-1.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgOpening-3.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgRotation-0.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgRotation-15.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgRotation-180.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgRotation-20.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgRotation-25.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgRotation-45.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgRotation-5.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgRotation-50.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\11.jpgRotation-90.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\12.jpgAverageingBlur-4.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\12.jpgClosing-1.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\12.jpgCrop-40x40.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\12.jpgDilation-1.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\12.jpgErosion-1.jpg;2
?D:\Class_NN\Class_preprocessing_4400\2\12.jpgGaussianBlur-0.25.jpg;2
